order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,category,sub-category,product_name,sales,quantity,discount,profit
Ca-232223,2025-02-16,2025-04-28,Second Class,Cust-5371,Angela Finley,Consumer,East,Technology,Phones,Reduced Fresh-Thinking Protocol,1231.24,6,0.41,461.48
Ca-360575,2023-10-15,2025-05-07,Standard Class,Cust-4973,Kimberly Cannon,Home Office,Central,Office Supplies,Binders,Advanced Incremental Architecture,3982.54,9,0.38,514.03
Ca-887932,2024-07-02,2025-04-17,Standard Class,Cust-2962,Linda Pitts,Corporate,South,Office Supplies,Paper,User-Friendly Systemic Installation,727.72,1,0.49,501.77
Ca-472966,2023-08-12,2025-04-17,Second Class,Cust-9836,Jeremy White,Corporate,East,Furniture,Furnishings,Ameliorated Didactic Circuit,2053.08,2,0.41,883.87
Ca-294189,2023-09-12,2025-05-04,Second Class,Cust-4038,Jacob Morgan,Home Office,East,Office Supplies,Binders,Adaptive Empowering Knowledge User,2706.17,4,0.37,45.43
Ca-728194,2025-01-05,2025-05-01,Second Class,Cust-1140,Sean Pope,Home Office,South,Furniture,Chairs,Enterprise-Wide Motivating Open Architecture,1418.67,2,0.21,131.97
Ca-602845,2023-12-11,2025-04-13,First Class,Cust-2182,Paul Murphy,Corporate,West,Furniture,Bookcases,Innovative Cohesive Analyzer,2237.4,10,0.4,228.05
Ca-679354,2024-04-30,2025-05-05,First Class,Cust-7373,Charles Thompson,Home Office,Central,Furniture,Bookcases,Object-Based Reciprocal Leverage,1215.74,1,0.23,-46.8
Ca-859761,2023-05-28,2025-05-07,Standard Class,Cust-7921,Justin Taylor,Corporate,South,Office Supplies,Binders,Down-Sized Coherent Approach,4136.82,9,0.4,164.8
Ca-815157,2025-03-11,2025-05-04,Same Day,Cust-7911,Priscilla Brown,Corporate,Central,Technology,Copiers,Polarized Stable Portal,2091.12,5,0.32,542.62
Ca-117510,2023-11-19,2025-04-29,Second Class,Cust-5433,Michael Russell,Home Office,South,Office Supplies,Storage,Mandatory 24/7 Info-Mediaries,621.08,10,0.26,789.34
Ca-269206,2023-11-09,2025-05-03,First Class,Cust-2314,Tyler Miles,Home Office,West,Office Supplies,Labels,Fundamental Dedicated Task-Force,1451.78,5,0.32,167.24
Ca-163319,2023-06-27,2025-05-06,First Class,Cust-5363,Bridget Harris,Home Office,West,Office Supplies,Art,Profit-Focused Bifurcated Strategy,3743.85,8,0.15,584.27
Ca-339391,2025-02-07,2025-04-20,Same Day,Cust-6590,Christine Jimenez,Corporate,South,Office Supplies,Binders,User-Friendly Full-Range Synergy,3914.02,4,0.14,604.77
Ca-221104,2024-07-28,2025-04-15,Standard Class,Cust-8136,Kevin Castillo,Consumer,South,Office Supplies,Paper,Customizable Analyzing Local Area Network,2816.86,8,0.4,936.8
Ca-695475,2023-05-18,2025-04-18,Standard Class,Cust-2494,Amy Cobb,Home Office,East,Furniture,Tables,Right-Sized Actuating Matrix,3154.77,5,0.3,248.83
Ca-332857,2023-05-05,2025-05-06,Second Class,Cust-9613,Tina Moore,Home Office,South,Technology,Computers,Inverse Client-Server Software,4924.22,10,0.16,691.11
Ca-549288,2023-06-29,2025-04-28,First Class,Cust-8869,Steven Davis,Consumer,South,Furniture,Chairs,Quality-Focused Static Methodology,3524.96,9,0.32,3.67
Ca-372778,2023-09-16,2025-05-03,Standard Class,Cust-2023,Rachel Brock,Home Office,East,Office Supplies,Art,Cloned Radical Database,3260.93,2,0.36,267.55
Ca-514804,2024-03-20,2025-05-07,Same Day,Cust-9684,Sandra Williams,Consumer,South,Office Supplies,Labels,Reverse-Engineered Directional Capability,1927.37,6,0.18,676.92
Ca-358465,2024-04-02,2025-04-22,Standard Class,Cust-9238,Joseph Bullock,Corporate,Central,Office Supplies,Binders,Optimized Demand-Driven Approach,590.58,2,0.34,111.62
Ca-570269,2023-12-26,2025-04-18,Standard Class,Cust-6359,Mike Flynn,Corporate,East,Furniture,Chairs,Future-Proofed Multimedia Framework,2213.71,6,0.32,263.2
Ca-249678,2023-08-25,2025-04-14,First Class,Cust-5605,Travis Stewart,Consumer,South,Office Supplies,Binders,Managed Demand-Driven System Engine,1171.42,9,0.03,708.1
Ca-751785,2024-08-05,2025-04-12,Second Class,Cust-9304,Jason Jackson,Consumer,South,Office Supplies,Paper,Reverse-Engineered Zero Tolerance Service-Desk,4606.56,8,0.38,243.7
Ca-385413,2024-08-15,2025-04-29,Second Class,Cust-2624,Mark Johnson,Corporate,South,Office Supplies,Art,Pre-Emptive Local Installation,1228.14,2,0.49,-83.68
Ca-309114,2024-08-20,2025-05-01,Standard Class,Cust-5534,Keith Burke,Home Office,Central,Furniture,Furnishings,Operative Dynamic Model,840.56,6,0.32,598.23
Ca-846513,2024-08-27,2025-04-19,Same Day,Cust-8927,Judy Gonzalez,Consumer,West,Furniture,Bookcases,Universal 24/7 Graphical User Interface,4845.66,5,0.42,605.67
Ca-204204,2024-12-20,2025-04-25,Same Day,Cust-9216,Tim Frank Dds,Corporate,West,Office Supplies,Paper,Cloned Interactive Encryption,1327.22,4,0.06,499.21
Ca-328426,2023-12-14,2025-04-27,First Class,Cust-5939,Nancy Smith,Consumer,South,Office Supplies,Art,Vision-Oriented Logistical Emulation,4491.31,7,0.22,393.63
Ca-178572,2023-12-21,2025-04-25,Same Day,Cust-6512,Lori Taylor,Home Office,West,Furniture,Bookcases,Optimized Stable Budgetary Management,4217.9,9,0.12,673.48
Ca-956947,2025-02-28,2025-05-02,Same Day,Cust-3478,Bailey Burch,Corporate,Central,Office Supplies,Labels,Phased Leadingedge Utilization,3001.82,9,0.14,976.97
Ca-104780,2023-10-04,2025-04-30,Same Day,Cust-9475,Destiny Morales,Corporate,Central,Technology,Phones,Diverse Demand-Driven Product,2192.18,3,0.41,133.77
Ca-746204,2023-09-07,2025-04-17,Same Day,Cust-3029,Shane Hawkins,Home Office,West,Office Supplies,Storage,Team-Oriented Bottom-Line Hub,903.89,4,0.06,672.71
Ca-251478,2025-02-17,2025-04-29,First Class,Cust-7038,Jason Brown,Home Office,West,Furniture,Chairs,Centralized Empowering Strategy,3808.73,7,0.39,865.76
Ca-834455,2023-12-14,2025-05-07,First Class,Cust-1105,Don Morgan,Consumer,Central,Furniture,Chairs,Reduced Fresh-Thinking Collaboration,2609.28,9,0.37,109.37
Ca-563704,2025-01-11,2025-04-17,Same Day,Cust-1992,Cheryl Guerrero,Consumer,West,Office Supplies,Art,Object-Based Multi-Tasking Strategy,1612.84,7,0.24,505.58
Ca-106166,2023-10-19,2025-04-17,Standard Class,Cust-5079,Kimberly Salas,Corporate,Central,Office Supplies,Storage,Multi-Layered Executive Core,4923.1,4,0.18,523.47
Ca-984930,2023-04-16,2025-05-08,Standard Class,Cust-9116,Whitney Thomas,Corporate,East,Technology,Copiers,Universal Real-Time Projection,3752.39,8,0.13,129.17
Ca-387244,2025-01-19,2025-04-29,First Class,Cust-2250,Randall Cook,Consumer,East,Furniture,Furnishings,Re-Engineered Responsive Definition,212.34,4,0.39,878.52
Ca-612190,2024-08-20,2025-04-27,Second Class,Cust-8165,Andrew Walsh,Corporate,East,Furniture,Furnishings,De-Engineered Zero Administration Portal,1505.4,1,0.07,686.02
Ca-766427,2024-09-18,2025-05-03,Same Day,Cust-9730,Kelly Clayton,Home Office,East,Office Supplies,Binders,Focused Leadingedge Contingency,1934.1,3,0.13,393.28
Ca-629041,2023-08-13,2025-05-03,Same Day,Cust-5498,Rebecca Reynolds,Corporate,Central,Office Supplies,Storage,Profound Disintermediate Moderator,4073.43,7,0.44,692.43
Ca-314044,2023-11-28,2025-05-01,Same Day,Cust-5823,Kenneth Roy,Home Office,West,Technology,Machines,Cross-Group Impactful Concept,1874.26,3,0.21,90.72
Ca-766544,2024-07-04,2025-04-10,Standard Class,Cust-9680,Karen Warner,Consumer,Central,Technology,Phones,Operative System-Worthy Software,4582.01,3,0.23,396.5
Ca-880834,2023-05-02,2025-04-24,Standard Class,Cust-4730,Tami Freeman,Corporate,Central,Furniture,Furnishings,Digitized Dynamic Workforce,735.62,6,0.33,682.31
Ca-928373,2025-02-24,2025-04-17,Same Day,Cust-6956,Richard Harris,Consumer,West,Office Supplies,Binders,Realigned Real-Time Leverage,2444.84,5,0.32,856.32
Ca-223196,2024-01-20,2025-04-19,Standard Class,Cust-5366,Megan Miller,Consumer,Central,Furniture,Bookcases,Ameliorated Dedicated Toolset,931.9,10,0.46,674.0
Ca-909320,2024-02-20,2025-05-03,Same Day,Cust-7751,Tyler Huff,Home Office,Central,Office Supplies,Paper,Multi-Lateral Didactic Service-Desk,3691.23,1,0.42,803.46
Ca-143522,2024-03-18,2025-05-08,First Class,Cust-3362,Morgan Newton,Consumer,South,Furniture,Furnishings,Pre-Emptive Neutral Forecast,748.25,6,0.26,265.26
Ca-330051,2024-01-27,2025-04-29,Second Class,Cust-1882,Joshua Foster,Home Office,South,Office Supplies,Binders,Expanded Local Monitoring,1830.73,7,0.23,-44.82
Ca-261378,2024-01-08,2025-05-03,Same Day,Cust-7464,Christian Smith,Home Office,South,Office Supplies,Art,Team-Oriented Multimedia Knowledge User,3440.29,2,0.44,953.07
Ca-737692,2024-07-23,2025-04-25,Second Class,Cust-5652,Melissa Hall,Consumer,West,Furniture,Tables,Implemented Systematic Definition,1034.63,4,0.06,-26.49
Ca-237146,2023-10-11,2025-04-19,First Class,Cust-6401,Thomas Jones,Consumer,Central,Furniture,Chairs,Fundamental Zero-Defect Info-Mediaries,3278.86,10,0.41,221.15
Ca-314170,2023-07-23,2025-04-19,First Class,Cust-7279,Nathan Wolfe,Home Office,East,Furniture,Tables,Upgradable Holistic Groupware,3875.99,4,0.42,546.76
Ca-827327,2024-03-31,2025-04-13,Standard Class,Cust-6531,Jennifer Smith,Home Office,East,Technology,Phones,Centralized Heuristic Data-Warehouse,4164.43,3,0.04,672.76
Ca-292567,2023-05-19,2025-04-12,Standard Class,Cust-1581,Cynthia Hansen,Consumer,East,Technology,Machines,Versatile Dynamic Time-Frame,3759.26,5,0.09,754.35
Ca-256071,2024-06-08,2025-04-29,Second Class,Cust-2448,Virginia Mcdonald,Corporate,South,Furniture,Furnishings,Inverse Disintermediate Conglomeration,2640.71,3,0.39,662.63
Ca-231709,2024-10-22,2025-04-15,Same Day,Cust-6552,Evan Smith,Home Office,South,Technology,Computers,Cloned Exuding Installation,3514.22,9,0.31,245.12
Ca-176690,2025-03-28,2025-05-05,Same Day,Cust-9781,Elizabeth Watson,Home Office,South,Office Supplies,Binders,Decentralized Human-Resource Implementation,1336.41,7,0.23,698.25
Ca-523470,2024-11-16,2025-05-08,Second Class,Cust-2031,Casey Jones,Corporate,East,Office Supplies,Binders,Enterprise-Wide National Process Improvement,3584.78,5,0.21,845.93
Ca-906457,2025-03-27,2025-04-21,Standard Class,Cust-2594,Christopher Logan,Corporate,South,Technology,Phones,Front-Line Scalable Paradigm,1101.36,4,0.11,778.6
Ca-697277,2024-05-16,2025-04-17,Same Day,Cust-4375,Brittney Jenkins,Consumer,South,Furniture,Tables,Compatible Demand-Driven Info-Mediaries,3181.02,7,0.21,966.9
Ca-184012,2023-12-18,2025-04-20,Same Day,Cust-8913,Cody Smith,Corporate,Central,Furniture,Bookcases,Open-Architected Logistical Focus Group,3139.25,9,0.17,220.66
Ca-541963,2023-04-27,2025-05-07,First Class,Cust-3719,Michelle Armstrong,Consumer,Central,Technology,Accessories,Reverse-Engineered System-Worthy Portal,348.57,9,0.48,30.34
Ca-212283,2024-11-21,2025-05-03,Same Day,Cust-7059,Jessica Walker,Home Office,East,Technology,Machines,Polarized Next Generation Adapter,1638.14,5,0.24,489.02
Ca-371446,2024-06-21,2025-04-20,Same Day,Cust-7405,Kenneth Hernandez,Corporate,East,Furniture,Furnishings,Distributed Exuding Productivity,3294.35,7,0.02,783.29
Ca-153233,2024-08-29,2025-05-03,Second Class,Cust-1276,Christopher Nolan,Corporate,South,Technology,Accessories,Proactive 24Hour System Engine,3832.16,6,0.29,959.68
Ca-731522,2024-08-30,2025-05-07,First Class,Cust-5283,Taylor Brown,Corporate,Central,Office Supplies,Storage,Multi-Layered Foreground Adapter,3925.0,10,0.14,282.96
Ca-290685,2023-09-04,2025-04-27,First Class,Cust-3748,Amy Hayes,Consumer,West,Furniture,Furnishings,Fundamental Actuating Extranet,4910.54,1,0.4,908.59
Ca-161150,2023-10-06,2025-04-16,Same Day,Cust-3238,Collin Collins,Corporate,Central,Office Supplies,Art,Open-Source Systemic Standardization,1164.02,7,0.44,973.88
Ca-901581,2023-11-12,2025-05-07,First Class,Cust-7400,Alexander Harrington,Corporate,South,Office Supplies,Paper,Business-Focused Tangible Website,4656.39,1,0.42,538.05
Ca-100391,2025-03-18,2025-04-27,Standard Class,Cust-5768,Mark Brown,Consumer,East,Furniture,Tables,Team-Oriented Hybrid Hierarchy,3157.19,4,0.3,992.54
Ca-237517,2024-05-01,2025-05-07,Standard Class,Cust-5956,Lisa Estes,Home Office,South,Technology,Phones,Ergonomic 5Thgeneration Website,1756.51,9,0.2,664.32
Ca-992812,2023-11-25,2025-05-05,Same Day,Cust-5619,Jenna Brown,Consumer,West,Office Supplies,Labels,Monitored 6Thgeneration Support,4769.52,8,0.49,161.81
Ca-642466,2024-11-14,2025-04-18,Second Class,Cust-4212,Justin Johnson,Home Office,East,Technology,Machines,Total Needs-Based Initiative,648.02,3,0.39,593.77
Ca-692137,2024-12-08,2025-04-14,Second Class,Cust-1545,Jorge Smith,Corporate,Central,Office Supplies,Art,Future-Proofed Clear-Thinking Encryption,2354.72,2,0.03,799.92
Ca-528025,2024-06-05,2025-04-26,Second Class,Cust-1381,Robert Reyes,Consumer,South,Furniture,Furnishings,Balanced Grid-Enabled Instruction Set,396.47,1,0.21,252.85
Ca-883906,2024-02-07,2025-05-08,First Class,Cust-2243,Daniel Buchanan,Consumer,West,Office Supplies,Labels,Multi-Layered Multi-Tasking Task-Force,4542.26,10,0.23,883.76
Ca-598514,2025-03-22,2025-04-17,Second Class,Cust-3522,Rachel Richardson,Corporate,West,Office Supplies,Art,Streamlined Grid-Enabled Graphic Interface,4977.95,3,0.35,417.33
Ca-205081,2024-11-04,2025-04-12,Second Class,Cust-5263,Amy Hill,Home Office,Central,Technology,Copiers,Profit-Focused Needs-Based Open Architecture,4601.95,8,0.5,-64.79
Ca-324382,2023-12-01,2025-05-01,Second Class,Cust-9912,Andrea Terry,Home Office,East,Office Supplies,Labels,Automated Transitional Success,210.47,1,0.42,899.06
Ca-673988,2024-09-21,2025-04-25,Standard Class,Cust-8652,Donald Smith,Home Office,South,Furniture,Furnishings,Up-Sized Neutral Moratorium,1658.65,7,0.14,-87.65
Ca-798647,2025-03-05,2025-05-05,Second Class,Cust-3664,Lisa Aguirre Md,Corporate,South,Technology,Computers,Upgradable Tangible Hierarchy,1487.39,7,0.18,575.55
Ca-440084,2024-10-15,2025-04-09,Standard Class,Cust-7627,Paul Huffman,Home Office,West,Furniture,Chairs,Customer-Focused Incremental Open Architecture,3515.78,3,0.15,217.65
Ca-840165,2024-02-19,2025-04-12,Second Class,Cust-6599,Jonathan Reed,Corporate,Central,Office Supplies,Paper,Horizontal Client-Server Moderator,1278.18,10,0.11,281.58
Ca-976467,2024-12-23,2025-04-19,Second Class,Cust-5433,Kimberly Wilson,Corporate,East,Office Supplies,Labels,Multi-Tiered Transitional Info-Mediaries,2003.16,2,0.14,956.59
Ca-957147,2023-05-01,2025-05-01,Second Class,Cust-4206,Jose Harrison,Consumer,South,Furniture,Tables,Right-Sized Regional Productivity,512.79,6,0.23,898.65
Ca-100962,2024-10-24,2025-05-02,Second Class,Cust-6010,Andrew Bradley,Consumer,South,Office Supplies,Paper,Quality-Focused Static Throughput,1841.2,3,0.22,919.19
Ca-336154,2023-06-06,2025-04-30,Second Class,Cust-3334,Mr. Jeff Adams,Corporate,Central,Furniture,Tables,Focused Grid-Enabled Task-Force,2143.78,9,0.03,568.19
Ca-357432,2023-08-08,2025-04-19,Same Day,Cust-4770,Stacey Douglas,Home Office,Central,Technology,Accessories,Fundamental Zero-Defect Project,2500.9,10,0.48,522.47
Ca-976098,2023-07-29,2025-04-27,Same Day,Cust-1572,Kimberly Brown,Corporate,Central,Technology,Phones,Programmable Exuding Implementation,4435.83,9,0.16,505.25
Ca-632712,2024-09-17,2025-05-02,Standard Class,Cust-9280,Rachel Chase,Consumer,West,Office Supplies,Paper,Versatile Multimedia Task-Force,2495.05,1,0.42,158.05
Ca-285466,2023-12-10,2025-04-14,Second Class,Cust-8669,Crystal Mckinney,Corporate,East,Furniture,Bookcases,Decentralized Multi-State Groupware,3739.83,6,0.11,294.44
Ca-675457,2023-09-21,2025-04-20,First Class,Cust-2817,Alexa Martin,Corporate,East,Furniture,Tables,Stand-Alone Transitional Synergy,2829.28,9,0.01,317.99
Ca-209802,2023-04-22,2025-04-18,Same Day,Cust-7850,Shelia Mendez,Consumer,Central,Furniture,Chairs,Ameliorated Client-Driven Support,1258.51,8,0.47,295.92
Ca-942062,2025-03-08,2025-05-01,Standard Class,Cust-5089,Shawn Ruiz,Corporate,South,Technology,Phones,Quality-Focused Background Extranet,1494.24,2,0.03,296.79
Ca-606449,2024-08-21,2025-05-04,Second Class,Cust-4138,Andrew Contreras,Corporate,East,Furniture,Furnishings,Managed Explicit Intranet,958.48,4,0.4,87.6
Ca-716030,2024-04-22,2025-05-02,Standard Class,Cust-1239,Scott Gomez,Home Office,Central,Technology,Phones,Focused Zero Tolerance Customer Loyalty,2906.43,3,0.3,-38.88
Ca-730390,2023-07-18,2025-05-03,Same Day,Cust-5527,Dr. Sean Smith,Consumer,West,Technology,Computers,Expanded Homogeneous Architecture,63.15,3,0.0,426.71
Ca-655059,2023-10-11,2025-04-14,First Class,Cust-6686,Christina Black,Home Office,West,Office Supplies,Art,Open-Architected Methodical Interface,2755.98,6,0.05,432.22
Ca-939108,2025-03-15,2025-04-19,Same Day,Cust-8695,Samantha Garrett,Home Office,West,Furniture,Chairs,Implemented Systemic Info-Mediaries,1930.21,10,0.02,576.56
Ca-552797,2024-01-22,2025-04-18,Standard Class,Cust-9907,Teresa Brown,Home Office,East,Technology,Accessories,Polarized Optimal Middleware,3036.94,1,0.42,-55.99
Ca-654817,2024-01-26,2025-04-26,Standard Class,Cust-7412,Cheryl Boyd,Corporate,West,Furniture,Bookcases,Front-Line Encompassing Algorithm,300.57,8,0.16,753.51
Ca-285547,2023-12-17,2025-04-24,First Class,Cust-4459,Juan Williams,Corporate,East,Furniture,Bookcases,Extended Full-Range Definition,3334.82,4,0.07,732.85
Ca-863522,2025-01-28,2025-04-15,Second Class,Cust-6538,Connie Young,Home Office,South,Office Supplies,Art,Multi-Channeled Tertiary Access,544.11,6,0.05,128.03
Ca-749397,2025-01-14,2025-04-19,Standard Class,Cust-3700,Mrs. Alexandria Smith Dvm,Corporate,Central,Technology,Copiers,Future-Proofed Disintermediate Artificial Intelligence,2983.23,8,0.01,812.67
Ca-856558,2024-09-30,2025-04-29,Second Class,Cust-2562,Chad Maddox,Consumer,West,Technology,Machines,Phased Maximized Utilization,4052.31,10,0.22,822.36
Ca-369058,2025-03-23,2025-04-13,First Class,Cust-4180,Brenda Becker,Corporate,Central,Furniture,Chairs,De-Engineered Value-Added Contingency,2683.27,7,0.4,622.92
Ca-229424,2024-04-02,2025-04-27,Standard Class,Cust-9320,Todd Wagner,Corporate,West,Furniture,Bookcases,Exclusive Asynchronous Help-Desk,2691.8,3,0.04,938.17
Ca-136628,2025-03-23,2025-05-06,Second Class,Cust-9391,Marie Henderson,Home Office,Central,Office Supplies,Storage,Virtual Attitude-Oriented Definition,409.5,8,0.09,783.28
Ca-811669,2024-12-17,2025-05-03,Standard Class,Cust-4906,Brandi Bautista,Consumer,West,Office Supplies,Art,Integrated User-Facing Application,2775.14,3,0.27,828.19
Ca-570814,2024-08-28,2025-04-10,Second Class,Cust-3164,Kurt Leach,Consumer,West,Furniture,Bookcases,Down-Sized Static Alliance,2093.15,10,0.1,49.86
Ca-764747,2023-04-13,2025-04-26,Same Day,Cust-7396,Sarah Price,Corporate,South,Furniture,Bookcases,Multi-Layered Content-Based Artificial Intelligence,4094.23,2,0.07,263.26
Ca-907080,2025-03-04,2025-04-13,Second Class,Cust-6817,Tammie Lang,Consumer,West,Office Supplies,Storage,Team-Oriented Radical Migration,3816.38,3,0.18,654.19
Ca-420319,2023-12-22,2025-05-02,First Class,Cust-5918,Mrs. Terri Cordova,Consumer,East,Furniture,Tables,Right-Sized Content-Based Projection,1094.37,5,0.38,-47.39
Ca-212615,2024-05-14,2025-05-06,First Class,Cust-9719,Michael Hart,Corporate,Central,Furniture,Bookcases,Re-Contextualized High-Level Database,4678.41,3,0.4,955.85
Ca-938523,2023-10-10,2025-04-30,First Class,Cust-1680,Michael Benson,Corporate,Central,Office Supplies,Binders,Visionary Full-Range Solution,2863.88,5,0.16,607.29
Ca-906813,2025-02-21,2025-05-02,Same Day,Cust-5014,Sharon Li,Consumer,West,Office Supplies,Labels,Horizontal Incremental Task-Force,3127.85,5,0.49,710.7
Ca-270422,2024-05-19,2025-04-22,Standard Class,Cust-5020,Michael Simpson,Corporate,East,Office Supplies,Art,Organic Coherent Secured Line,3979.07,9,0.11,371.69
Ca-295626,2024-03-22,2025-04-17,Standard Class,Cust-7129,Brittany Carroll,Corporate,South,Office Supplies,Labels,Monitored Coherent Methodology,3914.44,8,0.4,914.6
Ca-726286,2024-04-02,2025-04-28,First Class,Cust-1213,Michelle Edwards,Consumer,Central,Technology,Computers,Ameliorated Even-Keeled Interface,3268.25,9,0.49,543.65
Ca-971514,2024-03-03,2025-05-08,Standard Class,Cust-1417,Cynthia Anderson,Corporate,East,Furniture,Bookcases,User-Centric 5Thgeneration Superstructure,4553.45,2,0.27,622.96
Ca-495672,2024-09-10,2025-04-22,Second Class,Cust-6958,Scott Simon,Home Office,West,Technology,Machines,Phased Mission-Critical Model,2236.26,2,0.19,839.61
Ca-290830,2025-03-19,2025-04-21,Second Class,Cust-6597,Jennifer Adams,Home Office,West,Office Supplies,Art,Multi-Tiered Analyzing Alliance,3521.64,8,0.35,442.05
Ca-768839,2024-04-16,2025-04-09,Standard Class,Cust-7314,Jessica Armstrong,Home Office,South,Furniture,Chairs,Compatible Optimal Ability,97.35,5,0.07,651.02
Ca-538770,2025-04-01,2025-04-25,First Class,Cust-5001,John Mcdonald,Consumer,East,Office Supplies,Binders,Fully-Configurable Even-Keeled Structure,4947.14,1,0.47,40.38
Ca-865939,2024-05-11,2025-04-29,Standard Class,Cust-1847,George Hamilton,Home Office,West,Office Supplies,Paper,Secured Scalable Data-Warehouse,944.62,8,0.27,539.34
Ca-428396,2024-02-01,2025-04-25,First Class,Cust-2912,Melissa Duncan,Consumer,West,Office Supplies,Labels,Customizable Actuating Monitoring,2905.13,1,0.46,740.82
Ca-984416,2024-04-24,2025-04-15,Standard Class,Cust-7509,Kimberly Knight,Home Office,East,Office Supplies,Labels,Enterprise-Wide Coherent Moderator,4198.44,3,0.41,940.01
Ca-518325,2024-11-26,2025-04-11,First Class,Cust-4983,Michelle Anderson,Consumer,South,Furniture,Bookcases,Vision-Oriented Motivating Moratorium,2683.76,8,0.46,519.4
Ca-337724,2024-04-03,2025-04-26,Same Day,Cust-6006,Amber Gutierrez,Consumer,Central,Furniture,Furnishings,Function-Based Zero Tolerance System Engine,3147.24,1,0.04,275.52
Ca-499092,2023-04-20,2025-04-15,Same Day,Cust-5442,Mrs. Crystal Li Md,Corporate,West,Technology,Machines,Sharable Local Moderator,4786.14,7,0.46,786.74
Ca-379640,2023-05-02,2025-05-02,Second Class,Cust-1364,Richard Zimmerman,Corporate,South,Furniture,Chairs,Cross-Group Needs-Based Concept,2154.27,10,0.46,269.94
Ca-328416,2024-09-06,2025-04-09,Same Day,Cust-1053,Sara Carey,Home Office,West,Office Supplies,Labels,Progressive Dedicated Leverage,4409.36,1,0.43,922.94
Ca-287979,2024-02-29,2025-04-24,Second Class,Cust-4153,Derrick Fox,Home Office,Central,Office Supplies,Storage,Synergized Bi-Directional Firmware,1218.37,4,0.05,49.29
Ca-106050,2023-09-23,2025-04-18,First Class,Cust-8738,Brian Wyatt,Corporate,West,Technology,Copiers,Multi-Tiered Exuding Moratorium,3005.91,8,0.38,217.17
Ca-307763,2023-06-22,2025-04-24,Second Class,Cust-3132,Jack Johnston,Home Office,South,Office Supplies,Art,Pre-Emptive Optimal Analyzer,1847.2,3,0.46,707.28
Ca-854513,2024-05-23,2025-04-25,Standard Class,Cust-1060,Katie Snow,Corporate,South,Technology,Copiers,Cross-Platform Methodical Array,911.58,4,0.06,744.37
Ca-428536,2025-03-20,2025-05-03,Same Day,Cust-5885,Michael Boyd,Consumer,East,Technology,Machines,Versatile Demand-Driven Artificial Intelligence,4715.85,7,0.21,191.18
Ca-628599,2023-06-27,2025-04-13,Second Class,Cust-2387,Thomas Henry,Home Office,East,Furniture,Chairs,Cross-Group Intermediate Focus Group,2152.36,7,0.28,681.22
Ca-847064,2023-05-16,2025-05-06,Same Day,Cust-6219,Eric Pena,Corporate,Central,Office Supplies,Paper,Right-Sized Value-Added Capacity,4706.26,4,0.45,362.05
Ca-429297,2024-06-11,2025-04-27,First Class,Cust-8364,Aaron Wilson,Corporate,Central,Furniture,Tables,Optional Uniform Knowledge User,1322.58,8,0.05,398.93
Ca-225572,2024-07-02,2025-04-17,Second Class,Cust-8072,Randy Warren,Consumer,East,Technology,Machines,Compatible Regional Adapter,2110.76,5,0.15,855.24
Ca-131648,2025-03-28,2025-04-23,Second Class,Cust-7189,John Vance,Corporate,South,Furniture,Chairs,Enterprise-Wide Context-Sensitive Website,84.35,2,0.37,388.63
Ca-733651,2023-08-30,2025-04-25,First Class,Cust-4613,Christopher Dudley,Corporate,West,Furniture,Tables,Grass-Roots Value-Added Graphical User Interface,1684.83,4,0.14,145.06
Ca-368703,2025-03-21,2025-04-16,Second Class,Cust-6960,Douglas Perez,Corporate,Central,Office Supplies,Paper,Right-Sized Heuristic Help-Desk,4430.92,6,0.44,710.05
Ca-299100,2024-03-17,2025-05-08,Same Day,Cust-4129,Steven Mendez,Home Office,Central,Office Supplies,Storage,Right-Sized Mission-Critical Standardization,915.19,8,0.01,205.82
Ca-226558,2024-07-31,2025-05-04,Standard Class,Cust-9186,Jacob Mann,Home Office,South,Technology,Phones,Customizable National Conglomeration,3169.37,5,0.16,250.29
Ca-632607,2024-03-15,2025-04-15,Same Day,Cust-6863,Diana Weaver,Consumer,West,Technology,Copiers,Multi-Lateral Client-Driven Adapter,2172.03,9,0.43,298.17
Ca-475697,2024-05-15,2025-04-16,Standard Class,Cust-6895,Diane Bailey,Consumer,West,Technology,Accessories,Switchable Actuating Orchestration,1534.63,2,0.24,389.76
Ca-969517,2024-02-17,2025-04-13,First Class,Cust-5153,Mrs. Brenda Flynn,Home Office,South,Furniture,Chairs,Polarized Local Archive,562.19,10,0.5,579.84
Ca-501969,2024-12-29,2025-04-30,Standard Class,Cust-6089,Alan Gray Ii,Corporate,East,Technology,Phones,Cross-Group 4Thgeneration Graphic Interface,4444.28,4,0.19,962.32
Ca-245879,2024-06-17,2025-04-28,Standard Class,Cust-8928,Travis Williams,Corporate,South,Office Supplies,Labels,Extended Zero Administration Policy,335.66,2,0.37,-47.51
Ca-502874,2024-02-01,2025-04-29,Standard Class,Cust-8782,Randy Little,Consumer,South,Office Supplies,Paper,Sharable Clear-Thinking Product,681.37,10,0.5,46.34
Ca-723560,2024-01-16,2025-04-19,Same Day,Cust-8980,Justin Gates,Corporate,South,Office Supplies,Binders,Secured 24/7 Architecture,3079.21,9,0.25,281.36
Ca-459681,2023-09-23,2025-05-07,Same Day,Cust-2464,Christopher Molina,Home Office,Central,Furniture,Bookcases,Stand-Alone Empowering Array,672.98,1,0.31,874.52
